index,headSize,headWidth,foreheadPosition,foreheadSize,jawsPosition,jawsSize,chinPosition,chinSize,chinPronounced,lowCheek,cheekPosition,cheekSize,earsPosition,earsRotation,earsSize,eyeSize,eyePosition,eyeDepth,eyeRotation,eyeDistance,eyeSquint,noseSize,nosePosition,noseFlatten,nosePronounced,noseWidth,noseBridge,noseCurve,noseInclination,mouthSize,mouthPosition,mouthPronounced,lipsSize
2023-07-17 15:58:19:1737,0.5409144,0.1620474,0.9897652,0.6659143,0.1194861,0.7952139,0.9173944,0.9068277,0.4497506,0.6086327,0.77671,0.06986511,0.5485885,0.4090109,0.5805303,0.6914179,0.5429984,0.3274524,0.3288079,0.5690913,0.5141618,0.03892779,0.241599,0.539443,0.3396146,0.6754135,0.7168251,0.94385,0.5720947,0.1604549,0.5624581,0.3575483,0.9046873
2023-07-17 15:58:19:6737,0.8489747,0.4044988,0.7457958,0.3076834,0.7695018,0.8697358,0.9116002,0.7556621,0.003973484,0.8331052,0.6841018,0.5840237,0.1362592,0.7518015,0.8343108,0.3209185,0.3397523,0.1236675,0.2790646,0.2058048,0.6282914,0.6064976,0.8585277,0.5633057,0.2439692,0.6908419,0.6370615,0.2633185,0.7988664,0.7852402,0.6275947,0.03298366,0.08289635
2023-07-17 15:58:20:1757,0.1995432,0.926719,0.2822759,0.8387574,0.24227,0.8889389,0.2127593,0.6154075,0.02673388,0.8433167,0.7821693,0.470823,0.6123111,0.266444,0.07787275,0.8468949,0.7924914,0.4816375,0.5432138,0.4365048,0.9419005,0.4163842,0.9991539,0.5697014,0.1875532,0.5673291,0.08207059,0.5134457,0.2991417,0.8441714,0.131193,0.8500468,0.3498042
2023-07-17 15:58:20:6803,0.5538751,0.4970813,0.9807144,0.9830414,0.6043158,0.8726324,0.2217145,0.2072058,0.05100608,0.8954318,0.498924,0.4897481,0.6592915,0.4134179,0.2703219,0.8560748,0.6673417,0.4840818,0.2834231,0.3350933,0.8715082,0.7956558,0.544172,0.9448663,0.3658277,0.06521118,0.5932335,0.7108265,0.8247064,0.1776284,0.4097756,0.9364805,0.05862558
2023-07-17 15:58:21:1783,0.7077969,0.1789221,0.396112,0.7545366,0.4235157,0.9934168,0.3933278,0.7632574,0.2384871,0.7863232,0.7425938,0.8247485,0.1899586,0.01454902,0.8133035,0.3104567,0.5271483,0.7433708,0.1178827,0.9661161,0.1376182,0.05825508,0.328945,0.1720701,0.6419426,0.03717542,0.8891442,0.4359888,0.5041577,0.8126882,0.9845389,0.9168315,0.9785023
2023-07-17 15:58:21:6773,0.7231233,0.419364,0.4365999,0.9218701,0.8838069,0.09032929,0.2136369,0.06702912,0.7613205,0.9866266,0.9408002,0.08658385,0.9259216,0.7485952,0.3763233,0.3121708,0.307996,0.9238344,0.1632187,0.1971374,0.06539977,0.2677907,0.658235,0.4902363,0.4794715,0.6734023,0.0343796,0.6059754,0.1410724,0.8220041,0.9378649,0.3170174,0.3955378
2023-07-17 15:58:22:1793,0.9504215,0.8687344,0.5903825,0.9909071,0.9841821,0.5262223,0.5644152,0.7609067,0.862168,0.9497573,0.7422079,0.2552901,0.7654101,0.6735768,0.7746397,0.1135247,0.9255983,0.4777057,0.0114429,0.2382865,0.1238368,0.6821705,0.3260462,0.3737697,0.5922306,0.4430835,0.7495813,0.9242129,0.8988165,0.9267226,0.2039599,0.7430258,0.1082646
2023-07-17 15:58:22:6793,0.9473633,0.8843393,0.06349158,0.7724059,0.5038428,0.4853069,0.6391191,0.1683594,0.4534882,0.2229873,0.6116024,0.4902777,0.285199,0.5705832,0.05652666,0.8910372,0.3795909,0.199029,0.8446299,0.09060979,0.06951678,0.4221929,0.8603616,0.4549573,0.13289,0.8025169,0.08969486,0.8113556,0.01209784,0.8545328,0.2282088,0.700315,0.204686
2023-07-17 15:58:23:1833,0.2087015,0.2081702,0.01484621,0.692626,0.7303313,0.9445217,0.6592094,0.7227018,0.3869634,0.3405684,0.6286398,0.05712664,0.9184865,0.7692841,0.9871844,0.5750728,0.760039,0.6897219,0.4173871,0.2580898,0.1982185,0.4209647,0.6196774,0.3674802,0.206777,0.4763811,0.006196141,0.1842566,0.457494,0.8313882,0.1261517,0.5491568,0.092381
2023-07-17 15:58:23:6803,0.9617323,0.8865478,0.2112497,0.1254799,0.4214305,0.625459,0.9219167,0.3063967,0.0357461,0.6983354,0.09738219,0.9308075,0.9145161,0.3964943,0.009257317,0.1473972,0.7279147,0.2017013,0.1161625,0.5087891,0.9981496,0.4871051,0.5439665,0.6233976,0.184283,0.01239669,0.9684746,0.6037202,0.4050401,0.1081126,0.2980141,0.3605598,0.05310845
2023-07-17 15:58:24:1823,0.07883394,0.4816505,0.8126268,0.612974,0.1413598,0.8076848,0.6217163,0.167477,0.8798021,0.8063765,0.5970858,0.1087327,0.2827956,0.1789949,0.5221797,0.6078159,0.6638023,0.7009147,0.369957,0.3353271,0.09109521,0.2146226,0.2677802,0.1696072,0.6314276,0.9405025,0.1467794,0.34205,0.5249831,0.4073003,0.7413943,0.5904282,0.08486831
2023-07-17 15:58:24:6818,0.2504714,0.9170843,0.01878524,0.6280652,0.2831765,0.5823713,0.6657872,0.1885083,0.928551,0.2577485,0.3191938,0.931095,0.7212473,0.8498319,0.4513288,0.3245645,0.4706177,0.6753348,0.9145111,0.2522741,0.4502737,0.56196,0.6046521,0.4960896,0.1834915,0.9317327,0.1930077,0.5384985,0.8661921,0.1092571,0.6144328,0.7600552,0.9576018
2023-07-17 15:58:25:1838,0.51183,0.4473016,0.7453845,0.7873878,0.5407766,0.6462595,0.15126,0.8185776,0.5720213,0.7541735,0.9473863,0.5812982,0.9089448,0.824023,0.1510094,0.01188457,0.8246009,0.5038027,0.3800182,0.3353897,0.07656467,0.502528,0.946256,0.8387643,0.9651034,0.9041917,0.5266057,0.3259606,0.09053421,0.2365416,0.6982304,0.375357,0.07979071
2023-07-17 15:58:25:6858,0.08753419,0.03707588,0.01406968,0.02312529,0.4250265,0.1098313,0.8742617,0.8677498,0.928477,0.1454036,0.7019953,0.1623411,0.582244,0.826305,0.8970364,0.1796112,0.4946207,0.8721871,0.7120302,0.2045302,0.9567534,0.4156976,0.4737954,0.3249132,0.4654924,0.4495412,0.4072664,0.8023607,0.915204,0.1389413,0.6263694,0.1168003,0.8173863
2023-07-17 15:58:26:1848,0.9489588,0.711714,0.1230088,0.5391833,0.5423192,0.3940306,0.419216,0.7797358,0.4846935,0.7691814,0.5254676,0.4888913,0.2272491,0.7883178,0.6825615,0.1375874,0.102778,0.1316811,0.08474278,0.1680678,0.2126304,0.5885471,0.969364,0.2263606,0.1929092,0.6176953,0.7714071,0.3713655,0.2632833,0.9563652,0.9882706,0.8139565,0.5000291
2023-07-17 15:58:26:6868,0.2022839,0.3711696,0.8515859,0.3017194,0.9398874,0.386787,0.8939599,0.2602907,0.455542,0.3991258,0.4208154,0.2078117,0.1562656,0.4798953,0.7872953,0.5747336,0.2155298,0.8130474,0.6306492,0.7698288,0.792454,0.1754432,0.3999782,0.6053719,0.1254209,0.8450402,0.1744139,0.5355397,0.8215525,0.3166856,0.635739,0.8161495,0.7806643
2023-07-17 15:58:27:1868,0.1594073,0.9836439,0.4917832,0.2803445,0.6142442,0.5043642,0.04121351,0.001819253,0.374712,0.5723501,0.7681276,0.4750659,0.5517868,0.148515,0.360727,0.7189537,0.179664,0.4778984,0.9660492,0.3768708,0.2647992,0.6094473,0.4727345,0.3282519,0.1325262,0.02586448,0.5193866,0.6887,0.04750311,0.6372799,0.01496387,0.8175583,0.5832801
2023-07-17 15:58:27:6878,0.1319439,0.5889127,0.5643796,0.2737141,0.4393228,0.3588026,0.5691527,0.1852599,0.06359065,0.609336,0.2799208,0.3012912,0.1504879,0.2840676,0.4026009,0.09060681,0.1584897,0.880885,0.08835244,0.1915174,0.973686,0.4312863,0.3720035,0.114816,0.5085364,0.07926083,0.4609438,0.9561077,0.1903776,0.278313,0.9380214,0.440897,0.8290269
2023-07-17 15:58:28:1898,0.5691754,0.9164597,0.9496428,0.2586588,0.395688,0.5510965,0.267567,0.1914111,0.6291628,0.5406671,0.5963963,0.1254627,0.6536937,0.6158436,0.6741325,0.9491878,0.5012546,0.1019065,0.3562128,0.2940786,0.8310901,0.121128,0.8663913,0.263095,0.4056991,0.6918724,0.890452,0.7715579,0.0577693,0.3393909,0.2932689,0.4604011,0.7559668
2023-07-17 15:58:28:6948,0.8580019,0.2332022,0.7270395,0.1683468,0.07550001,0.7941668,0.5823123,0.08142042,0.8936386,0.6099673,0.6927532,0.3280537,0.1610105,0.2152672,0.6919893,0.566108,0.8029807,0.6656313,0.376307,0.499851,0.9930992,0.123197,0.7078587,0.05453169,0.6016951,0.05572331,0.9908755,0.1002462,0.5461965,0.6941762,0.3735928,0.1824907,0.7587667
2023-07-17 15:58:29:1918,0.9775403,0.2038852,0.4499364,0.5147422,0.03422689,0.6947254,0.3114697,0.1131533,0.7730643,0.7279341,0.07280993,0.801252,0.2947655,0.7439526,0.4519841,0.03666282,0.881968,0.9014137,0.7080655,0.7180692,0.271521,0.9444634,0.01608634,0.4878617,0.7307104,0.4400824,0.0534724,0.3054155,0.243731,0.5903791,0.9132133,0.173067,0.9779164
2023-07-17 15:58:29:6918,0.8425936,0.5212827,0.1538004,0.5422508,0.04191852,0.0534339,0.9122915,0.4915304,0.7655903,0.8784044,0.06088614,0.7144696,0.4056342,0.8475964,0.8832406,0.2604771,0.7646269,0.9960459,0.6702307,0.8830763,0.9733192,0.1332035,0.09096539,0.4466719,0.1620014,0.1468734,0.03394783,0.881937,0.4892517,0.3934507,0.01086819,0.1485827,0.7628733
2023-07-17 15:58:30:1933,0.9594142,0.8040175,0.3100626,0.3528044,0.2448845,0.6974943,0.09217358,0.3681487,0.1604601,0.6389908,0.9938235,0.05140054,0.5896445,0.6461314,0.3324057,0.546629,0.9322661,0.7655599,0.2852125,0.774323,0.3553222,0.8350936,0.3631302,0.5855837,0.4445552,0.01632726,0.6013188,0.673363,0.3917575,0.5627386,0.5929237,0.3828787,0.5377983
2023-07-17 15:58:30:6933,0.6159788,0.9821334,0.7470301,0.4271671,0.3230501,0.9608712,0.07158792,0.3406412,0.7305888,0.7257258,0.5768531,0.09084499,0.6491991,0.3729965,0.3367214,0.8972677,0.855299,0.7094644,0.1004591,0.2028919,0.9674307,0.6872284,0.1109875,0.7301308,0.5451565,0.03971207,0.5602481,0.5410979,0.5466378,0.4614355,0.7771047,0.8945258,0.58052
2023-07-17 15:58:31:1933,0.4757983,0.1101784,0.9076502,0.921321,0.7947019,0.08953285,0.3778861,0.5110462,0.1347078,0.02723825,0.07722664,0.3293526,0.1852996,0.07397413,0.9298259,0.598136,0.03253829,0.7269816,0.8828578,0.401715,0.3800756,0.8775481,0.7968299,0.01776218,0.5583535,0.224436,0.999562,0.1037391,0.2945535,0.3381565,0.8902885,0.461374,0.1670831
2023-07-17 15:58:31:6933,0.6912729,0.6255494,0.8529538,0.9691141,0.2649382,0.2865066,0.9824171,0.2264291,0.02405953,0.7194556,0.6646274,0.672878,0.4852589,0.8754368,0.7019604,0.4558353,0.6963775,0.4672509,0.8297253,0.9957422,0.9502351,0.0833658,0.4189985,0.721451,0.7848313,0.7446207,0.04021943,0.0420779,0.6957337,0.7201641,0.7574346,0.9995961,0.4150823
2023-07-17 15:58:32:1943,0.1831136,0.07360363,0.8374794,0.4487334,0.1416183,0.9755453,0.9120576,0.833387,0.4957822,0.4684446,0.03624976,0.7770962,0.8852319,0.6197076,0.4749189,0.6989119,0.9458834,0.649835,0.4541695,0.7236812,0.06558788,0.3566969,0.6437798,0.8963317,0.4813525,0.07176054,0.1505228,0.3923746,0.9674593,0.8051807,0.1972668,0.2594513,0.8362448
2023-07-17 15:58:32:6983,0.3254372,0.1220285,0.6502138,0.4108087,0.8579696,0.5286121,0.1850584,0.009066463,0.8720555,0.5924501,0.9878856,0.6851186,0.7281361,0.3528854,0.3391457,0.478379,0.9932787,0.2164768,0.4394034,0.7877342,0.3364727,0.04301131,0.08630586,0.6430064,0.4663836,0.1723281,0.8629841,0.08859801,0.7959223,0.1082634,0.07415402,0.1088789,0.8380499
2023-07-17 15:58:33:1963,0.2781336,0.6640341,0.2842485,0.3965793,0.5524766,0.9879767,0.8018274,0.669642,0.1058669,0.3989115,0.7496821,0.2905166,0.4542131,0.087183,0.9500265,0.8730962,0.03420198,0.902886,0.9300185,0.553435,0.03476632,0.4935278,0.6429627,0.4049987,0.8195664,0.6478041,0.1976717,0.972055,0.6770221,0.3252144,0.1125604,0.09613705,0.3411501
2023-07-17 15:58:33:6983,0.4975563,0.2547852,0.02279758,0.3380007,0.3113301,0.05002022,0.9338003,0.8959901,0.02196395,0.5978498,0.6991954,0.2041241,0.4039623,0.2022325,0.1794578,0.903558,0.06905222,0.7595246,0.04522836,0.324014,0.6152299,0.2224175,0.3488694,0.3669874,0.2162521,0.304058,0.4358649,0.2678922,0.1852056,0.4871321,0.04418385,0.9286202,0.4086936
2023-07-17 15:58:34:1973,0.7792681,0.09577727,0.3610261,0.1047088,0.4940088,0.05504251,0.4685966,0.8046188,0.6861765,0.4418818,0.2880076,0.748107,0.06163669,0.2976517,0.2377456,0.1395503,0.4923679,0.09763467,0.08963871,0.4070687,0.3661717,0.1799116,0.5937,0.05898511,0.3612705,0.8773749,0.5038369,0.793898,0.5004954,0.29525,0.9674155,0.916895,0.9635862
2023-07-17 15:58:34:7013,0.6426141,0.4063831,0.4046423,0.1786858,0.5948368,0.2255757,0.5621334,0.3377525,0.3650003,0.7176728,0.9736024,0.1727049,0.2025007,0.9651462,0.7969189,0.9909036,0.8806474,0.5060908,0.7207257,0.8569909,0.1042831,0.3652585,0.4782777,0.9605663,0.5376762,0.6677732,0.543742,0.6738024,0.9549249,0.339665,0.05706131,0.7651404,0.2010447
2023-07-17 15:58:35:2013,0.5660871,0.0003273487,0.9479194,0.2785046,0.4170958,0.9406306,0.5517705,0.3621085,0.4973105,0.474155,0.3477162,0.3102264,0.9956386,0.5399647,0.4728804,0.7052377,0.6906122,0.6977935,0.7618991,0.8784539,0.009194613,0.9172974,0.7883563,0.3672196,0.9570495,0.9627551,0.3847196,0.1521635,0.9594238,0.974454,0.3096384,0.8346208,0.4313282
2023-07-17 15:58:35:7013,0.04364061,0.4965424,0.7669059,0.1118339,0.7247953,0.1016672,0.3422176,0.4532548,0.4892151,0.6674258,0.6261108,0.2317576,0.6146955,0.6391358,0.9002905,0.6810313,0.01994562,0.03039634,0.9601407,0.8296127,0.8123108,0.04298925,0.4269473,0.2383751,0.9778427,0.7952374,0.04161334,0.772052,0.7996209,0.441963,0.3428835,0.07829595,0.7982661
2023-07-17 15:58:36:2024,0.6665587,0.3298631,0.7434382,0.8294598,0.6911017,0.9648806,0.7535009,0.4767222,0.5326492,0.9251199,0.2488297,0.1762491,0.9515644,0.5790545,0.73962,0.2773003,0.1431084,0.09592891,0.5667074,0.2865302,0.2614717,0.7282302,0.8931025,0.6017351,0.1428052,0.1463183,0.6520622,0.005197763,0.2601199,0.002247453,0.4289753,0.2036171,0.2378249
2023-07-17 15:58:36:7044,0.5472444,0.4105193,0.1332103,0.5165097,0.898398,0.8963828,0.9924258,0.6117992,0.5941691,0.4327825,0.02556825,0.732887,0.005817294,0.6844969,0.7965925,0.5153022,0.2717126,0.9710689,0.5433274,0.8039407,0.4405347,0.6040488,0.3069322,0.7364006,0.855961,0.5339093,0.7583181,0.0699079,0.6215354,0.4431489,0.4050382,0.3349141,0.02067029
2023-07-17 15:58:37:2044,0.669179,0.4282561,0.390235,0.1318578,0.8637785,0.6228744,0.2438884,0.9014788,0.0300889,0.1578245,0.5059479,0.5267894,0.9677496,0.3925081,0.9182551,0.441001,0.840583,0.8422828,0.3085348,0.9370528,0.8641608,0.160344,0.4581153,0.5577579,0.4366196,0.6595725,0.4716031,0.9936244,0.1075296,0.448463,0.8095652,0.6412466,0.4539523
2023-07-17 15:58:37:7044,0.5999855,0.062042,0.06923819,0.4135578,0.5360261,0.1996557,0.6583755,0.4045526,0.804094,0.6061879,0.4496163,0.6299524,0.1806805,0.4395266,0.2085384,0.964126,0.3910571,0.802052,0.8476681,0.7662004,0.04721153,0.6289448,0.06937563,0.07270277,0.2945787,0.5382959,0.07335591,0.5452053,0.7849021,0.03465259,0.2529222,0.6040261,0.697136
2023-07-17 15:58:38:2054,0.8227972,0.785621,0.5638745,0.9141436,0.3668734,0.2628348,0.7297639,0.9270296,0.6911,0.1895175,0.9809045,0.3026802,0.7544053,0.2275558,0.4259549,0.9269007,0.02429461,0.1661869,0.9436834,0.5923633,0.8949676,0.3482135,0.9807186,0.3083003,0.3919445,0.1142136,0.5418516,0.9115829,0.0438596,0.01566851,0.5657927,0.4348453,0.4246492
2023-07-17 15:58:38:7084,0.3748705,0.962247,0.6502559,0.8003836,0.1636446,0.4235279,0.4900225,0.3164639,0.7390783,0.3863037,0.8496553,0.4294034,0.03943419,0.1092945,0.01001287,0.5172209,0.5365456,0.3462526,0.8361723,0.6725899,0.9191049,0.08463573,0.2774087,0.03202915,0.03686905,0.5009168,0.2744531,0.5987956,0.936337,0.9387625,0.2968779,0.8475556,0.7307124
2023-07-17 15:58:39:2094,0.6216902,0.9291157,0.2721404,0.7023454,0.3318462,0.8524021,0.3141931,0.903878,0.2168467,0.5585212,0.7232091,0.6949424,0.7944968,0.8525316,0.665468,0.2613198,0.309653,0.2592613,0.2880709,0.2730948,0.7914364,0.8393341,0.8199941,0.4229569,0.3728064,0.07573497,0.4809986,0.5940118,0.2596241,0.2569248,0.5249242,0.6176267,0.7163274
2023-07-17 15:58:39:7074,0.06830621,0.7573085,0.1828587,0.5738385,0.6105033,0.5352967,0.08268261,0.5698614,0.8865993,0.04550004,0.3061324,0.7514598,0.8394241,0.6458099,0.3868827,0.3678527,0.1673807,0.3584321,0.4102262,0.5269702,0.6771301,0.9316202,0.2215582,0.5428715,0.4797708,0.9330133,0.7064041,0.7939934,0.01668084,0.1722097,0.3355947,0.2245909,0.9559311
2023-07-17 15:58:40:2074,0.8164341,0.8114049,0.7206792,0.5085086,0.001207471,0.02365482,0.4428274,0.4113713,0.6575756,0.3631442,0.7508879,0.8997989,0.4804667,0.2339314,0.4243757,0.02135646,0.632663,0.005707979,0.01015532,0.763769,0.6835785,0.9168744,0.7441535,0.6415323,0.005819201,0.01153553,0.6657748,0.9794581,0.9139386,0.7279501,0.04191589,0.1727772,0.1660936
2023-07-17 15:58:40:7084,0.5338621,0.395806,0.1054888,0.8966051,0.2679395,0.7284166,0.1400933,0.5030106,0.4719464,0.9959242,0.5027928,0.9989349,0.09936678,0.5853243,0.243777,0.6847849,0.669713,0.6766465,0.1889102,0.2288029,0.4203597,0.4580789,0.8466374,0.535567,0.1076503,0.8432537,0.4161001,0.7874458,0.8146369,0.4674278,0.8595804,0.6739568,0.6635629
2023-07-17 15:58:41:2084,0.5769243,0.2795042,0.6918497,0.4194552,0.7099347,0.7606157,0.8387319,0.3158445,0.7507842,0.552257,0.2403125,0.7441609,0.7494895,0.2096283,0.4800848,0.5244821,0.834712,0.9718689,0.8630689,0.7406379,0.3432079,0.678512,0.787501,0.2533849,0.009665847,0.4898033,0.2095402,0.4820089,0.6886493,0.4319938,0.79854,0.699401,0.1293975
2023-07-17 15:58:41:7104,0.9426125,0.3407177,0.8347417,0.579106,0.6210855,0.9741559,0.9247632,0.5625715,0.7860771,0.8501012,0.7781032,0.3936926,0.6758623,0.9127617,0.8194348,0.5169953,0.8383623,0.02868223,0.2292771,0.4799169,0.07123387,0.0117321,0.1772474,0.1075469,0.462657,0.8022796,0.7172605,0.6248638,0.9250689,0.8431787,0.9571785,0.5211926,0.6778079
2023-07-17 15:58:42:2124,0.867856,0.4045767,0.3128181,0.02553797,0.7162354,0.744194,0.8659942,0.4143314,0.2799361,0.07583702,0.2376084,0.9016247,0.9856321,0.9772152,0.1135796,0.8332957,0.8339136,0.3823987,0.5204534,0.2885131,0.6497828,0.7373214,0.7694653,0.6463175,0.6607612,0.9995438,0.853466,0.06420326,0.2963838,0.2467166,0.5456949,0.9830395,0.2564951
2023-07-17 15:58:42:7124,0.1438189,0.1939176,0.9888293,0.3547047,0.6999518,0.9066727,0.5101611,0.9617208,0.5524119,0.4019658,0.157396,0.6352038,0.0506798,0.6432396,0.333069,0.1371362,0.8238357,0.685179,0.3369588,0.6302117,0.9468187,0.7330295,0.4020665,0.2573099,0.6365566,0.7049592,0.3442451,0.08678567,0.9571115,0.3031356,0.3649129,0.2283608,0.8574843
2023-07-17 15:58:43:2119,0.5152544,0.09672678,0.8641392,0.04485714,0.5181969,0.3858542,0.5357049,0.322323,0.8225825,0.1232389,0.7059964,0.08741975,0.8034487,0.8936036,0.5250674,0.3401229,0.325325,0.0344063,0.3629274,0.3452665,0.08152962,0.3032365,0.3324199,0.9421815,0.7584116,0.7326945,0.8156208,0.5229101,0.03149438,0.7127709,0.1527971,0.9683723,0.8567159
2023-07-17 15:58:43:7129,0.7820203,0.3003638,0.5672184,0.2876177,0.6721029,0.0918324,0.5989411,0.6493412,0.5770943,0.4668613,0.4313331,0.714481,0.1348819,0.3187662,0.6686115,0.9561704,0.01821589,0.8239413,0.3939839,0.7159797,0.5466869,0.6297331,0.3097082,0.2789949,0.1869991,0.5022058,0.1316004,0.05176556,0.9187431,0.1085721,0.8920584,0.8517504,0.5649189
2023-07-17 15:58:44:2135,0.4884527,0.878232,0.7539304,0.003226995,0.6647266,0.5695812,0.3225476,0.9617549,0.901372,0.5454969,0.1371713,0.0425514,0.9908462,0.3745344,0.7198495,0.5099606,0.5086207,0.4894288,0.2290773,0.6404517,0.2595565,0.947305,0.983274,0.3685685,0.8967847,0.4778003,0.1022156,0.2217975,0.3648118,0.2079594,0.7698065,0.7626859,0.5560864
2023-07-17 15:58:44:7155,0.2077479,0.9068575,0.02535498,0.800462,0.8298466,0.3312663,0.1488836,0.9217396,0.4933376,0.8177832,0.5167986,0.4811963,0.5998923,0.6994945,0.2842205,0.006456017,0.5644205,0.3194925,0.1564813,0.1894482,0.4903263,0.6382332,0.7709086,0.8617128,0.09560871,0.005770683,0.6961856,0.0986253,0.8673997,0.457891,0.2928891,0.04749942,0.2130275
2023-07-17 15:58:45:2165,0.1634951,0.6509471,0.4167047,0.7638948,0.7154851,0.8146247,0.8370656,0.9591769,0.6618587,0.2681368,0.5398197,0.7808124,0.5778442,0.4718931,0.8364165,0.06887078,0.8298453,0.1696563,0.1892871,0.2381297,0.4103121,0.1358415,0.2569,0.2585145,0.3695838,0.1534497,0.7945075,0.8918695,0.558603,0.5934624,0.9171597,0.4631274,0.5621137
2023-07-17 15:58:45:7165,0.7081853,0.09713089,0.7420411,0.6295432,0.982478,0.4649336,0.2143232,0.1123351,0.3550585,0.7489843,0.6080852,0.889466,0.4177819,0.321867,0.13594,0.4785015,0.1457424,0.3572664,0.1574421,0.2623209,0.6486816,0.1091584,0.6474828,0.5354876,0.5898748,0.3876817,0.7268938,0.8578968,0.1810493,0.02784717,0.1161165,0.4797238,0.02490354
2023-07-17 15:58:46:2165,0.4536811,0.2770837,0.8080528,0.8298168,0.05736339,0.9719722,0.4040239,0.4550781,0.9196701,0.08415246,0.828243,0.6256733,0.8640732,0.08534229,0.6361656,0.3904042,0.1468307,0.1893624,0.4301769,0.6568122,0.1552424,0.6888976,0.482539,0.2838735,0.368161,0.1426213,0.5551026,0.3196124,0.3249746,0.0006290674,0.5620419,0.6254536,0.1428505
2023-07-17 15:58:46:7175,0.2910871,0.5748566,0.8273609,0.2809976,0.07918406,0.6793081,0.5971096,0.5684268,0.2288185,0.5737203,0.9614578,0.1503881,0.1745512,0.5809711,0.5962927,0.2913212,0.9307888,0.3028645,0.5340188,0.5656763,0.09549749,0.7922796,0.4528601,0.783056,0.5491434,0.3386088,0.5212808,0.3654944,0.2198402,0.04792619,0.3023615,0.6737155,0.9712126
2023-07-17 15:58:47:2196,0.2457477,0.9776162,0.1083026,0.5660233,0.2616168,0.652956,0.7525524,0.9560683,0.8440721,0.5082174,0.28663,0.7280637,0.03451955,0.940479,0.4702491,0.5531901,0.2382509,0.6918032,0.2375978,0.2842368,0.07393765,0.9359218,0.3650431,0.6571465,0.1916826,0.5430639,0.359714,0.2332577,0.6872846,0.3774319,0.319461,0.1558241,0.4142616
2023-07-17 15:58:47:7212,0.7121243,0.8047179,0.6889369,0.08810413,0.0280385,0.6994855,0.03631628,0.4156119,0.3727577,0.9284852,0.1506439,0.752986,0.6281315,0.5613757,0.6143144,0.3830064,0.8708155,0.6559669,0.2721766,0.9693816,0.3807991,0.03857911,0.9474438,0.7580953,0.1349564,0.6634623,0.5371678,0.3436536,0.9884686,0.6522546,0.5441043,0.8180325,0.2065771
2023-07-17 15:58:48:2227,0.3029783,0.6164371,0.733842,0.05263197,0.1295141,0.01395512,0.6700013,0.6227691,0.06197107,0.794708,0.6324108,0.9266229,0.7488832,0.2316387,0.7942312,0.2193763,0.7103642,0.5371717,0.2865097,0.6072188,0.7052209,0.8321888,0.03700614,0.3968554,0.8053924,0.8482695,0.2323054,0.7340508,0.1711802,0.7035908,0.4814917,0.5028848,0.5087792
2023-07-17 15:58:48:7217,0.9222656,0.2526041,0.321098,0.1163682,0.4144194,0.5381872,0.2850993,0.2899317,0.249366,0.8073775,0.1636204,0.698396,0.1332803,0.7092168,0.1576494,0.6635755,0.5284172,0.8350451,0.9920738,0.899066,0.4221861,0.6291728,0.1901788,0.3525859,0.2482024,0.887555,0.4909105,0.4970415,0.8298582,0.3376653,0.7213658,0.5780844,0.9424944
2023-07-17 15:58:49:2247,0.8249191,0.2897791,0.7118843,0.8396938,0.1812586,0.8981355,0.1912099,0.4110035,0.8085064,0.3672969,0.8490343,0.8226736,0.5677119,0.2320509,0.9120654,0.71558,0.5740301,0.06680346,0.8661941,0.5484895,0.8263026,0.8484645,0.5654121,0.8489869,0.4210796,0.6805182,0.3603279,0.4281561,0.72164,0.8196176,0.05824447,0.07725108,0.6412554
2023-07-17 15:58:49:7297,0.7296193,0.9936818,0.09841812,0.7252214,0.1605058,0.7962313,0.8245234,0.5652295,0.3449308,0.4358032,0.2198521,0.5147954,0.1114006,0.705247,0.1614424,0.387961,0.5429372,0.7078006,0.9011229,0.009267211,0.9560468,0.4292185,0.05948174,0.1533072,0.861202,0.2298448,0.5332897,0.6691748,0.100541,0.9849592,0.7554427,0.4083424,0.6549531
2023-07-17 15:58:50:2267,0.9924001,0.9245924,0.4061211,0.4985276,0.141695,0.2034347,0.6773949,0.48163,0.1837823,0.08919227,0.8149799,0.03148019,0.3930174,0.5999032,0.03483927,0.1682184,0.7439101,0.01117563,0.1977199,0.7144148,0.1200023,0.206871,0.7526476,0.3085292,0.3997557,0.5710004,0.8477721,0.9816283,0.1754422,0.1042343,0.5501398,0.9799232,0.9576979
2023-07-17 15:58:50:7267,0.458774,0.8727459,0.8339962,0.3350485,0.8195714,0.9228278,0.2909722,0.4892288,0.8483369,0.6513044,0.1379251,0.4883211,0.2359616,0.1430383,0.08687377,0.2174767,0.5436293,0.2779066,0.3716148,0.6785672,0.5281273,0.3924437,0.547788,0.02808177,0.1517445,0.3704161,0.2976015,0.2591441,0.09644985,0.02407885,0.2420323,0.2162331,0.2106212
2023-07-17 15:58:51:2277,0.1446395,0.05062234,0.1774809,0.757774,0.7548286,0.9604791,0.4602365,0.05794394,0.4040762,0.8944321,0.6821672,0.1740086,0.8998437,0.5481417,0.5563182,0.4454021,0.5519059,0.4532306,0.9072428,0.6167769,0.4683298,0.2265097,0.4458216,0.9134617,0.909255,0.1157719,0.7188919,0.7227272,0.02908552,0.9415056,0.006103635,0.7307938,0.5389434
