index,headSize,headWidth,foreheadPosition,foreheadSize,jawsPosition,jawsSize,chinPosition,chinSize,chinPronounced,lowCheek,cheekPosition,cheekSize,earsPosition,earsRotation,earsSize,eyeSize,eyePosition,eyeDepth,eyeRotation,eyeDistance,eyeSquint,noseSize,nosePosition,noseFlatten,nosePronounced,noseWidth,noseBridge,noseCurve,noseInclination,mouthSize,mouthPosition,mouthPronounced,lipsSize
2023-07-19 11:31:44:6439,0.5841302,0.3921213,0.7163658,0.4062932,0.1842823,0.5838522,0.7243009,0.4829546,0.1554434,0.05471981,0.03369021,0.1842752,0.8849686,0.02886689,0.8690004,0.797987,0.7621847,0.5384483,0.330813,0.639611,0.08160627,0.6439183,0.6675235,0.981614,0.9160566,0.8162218,0.8985224,0.3660313,0.06499875,0.1189473,0.6597941,0.9237561,0.5077251
2023-07-19 11:31:45:1459,0.1512128,0.06594491,0.2983603,0.170579,0.3694571,0.06018043,0.9295343,0.8617705,0.1920509,0.8384793,0.9480023,0.4017691,0.8190212,0.05269134,0.01820028,0.7714361,0.3341126,0.4507847,0.7720242,0.4081612,0.4292505,0.8039719,0.7161143,0.4402851,0.4880481,0.6468765,0.3983313,0.2174077,0.2548891,0.9380174,0.4147695,0.1864675,0.4016984
2023-07-19 11:31:45:6509,0.4009808,0.04079938,0.132526,0.8893834,0.70392,0.9469951,0.7658131,0.6915996,0.9952526,0.8326591,0.07875812,0.9241928,0.3633547,0.2368655,0.9415431,0.8469785,0.3637193,0.4627272,0.1931956,0.6892536,0.1147171,0.5021549,0.5717978,0.9432356,0.1413521,0.3543563,0.2922475,0.8199192,0.8106245,0.03560138,0.909597,0.1687233,0.3549051
2023-07-19 11:31:46:1489,0.6616203,0.57203,0.5760035,0.4696978,0.06464493,0.4830084,0.720299,0.6728264,0.2476871,0.7036812,0.04638076,0.2553762,0.3287653,0.1957238,0.8783684,0.7752281,0.479765,0.9711409,0.1588714,0.755223,0.946391,0.3617553,0.7973117,0.5759167,0.1506014,0.07141387,0.9322474,0.01588297,0.5759942,0.0547781,0.1343066,0.0417285,0.9578062
2023-07-19 11:31:46:6489,0.4012336,0.5025222,0.2871751,0.329323,0.1399192,0.5375411,0.0002697706,0.2197473,0.6045501,0.6851932,0.826712,0.7931184,0.4888079,0.3290078,0.2941967,0.9629591,0.1479565,0.5497381,0.3586095,0.2788333,0.5366775,0.2878554,0.2883794,0.1023704,0.05977428,0.8403,0.1553159,0.2376034,0.83288,0.7079937,0.4791585,0.3564515,0.4449403
2023-07-19 11:31:47:1489,0.5845913,0.8544682,0.5931352,0.1989781,0.2262498,0.8679177,0.3143319,0.7967159,0.4934139,0.9965655,0.5962448,0.9908872,0.4997125,0.1393946,0.247087,0.1308277,0.9330657,0.8510028,0.9736346,0.3935068,0.5871764,0.7078023,0.4973833,0.4475691,0.5095999,0.4663616,0.1013774,0.6309273,0.7186499,0.6055039,0.6161259,0.03565919,0.9296131
2023-07-19 11:31:47:6539,0.7336262,0.2297032,0.4685791,0.2518825,0.2268521,0.4183089,0.5558863,0.7827833,0.8634619,0.1899936,0.8814409,0.8039174,0.6090307,0.234741,0.7601181,0.9132265,0.8425895,0.03431976,0.9560709,0.01217282,0.001362681,0.6746802,0.8552525,0.332213,0.6796596,0.03068733,0.8272914,0.2680518,0.442534,0.1846534,0.09345126,0.1746027,0.3270368
2023-07-19 11:31:48:1520,0.2757539,0.9590855,0.8271624,0.4939182,0.9776253,0.8431128,0.4286442,0.7042828,0.07337415,0.5215912,0.4709094,0.2415276,0.5049815,0.6112718,0.5544736,0.5919619,0.6671513,0.07638288,0.3730928,0.5133684,0.01258111,0.04004204,0.09256625,0.3357001,0.2859865,0.6520909,0.451777,0.2737718,0.3855277,0.9841453,0.04008186,0.0779264,0.9540511
2023-07-19 11:31:48:6510,0.8631591,0.3070413,0.5624284,0.5738829,0.6508396,0.936052,0.5134267,0.2916873,0.8988193,0.4905824,0.6345692,0.9412831,0.1398563,0.7102396,0.05985487,0.1738826,0.4146131,0.659246,0.5079008,0.4420351,0.7688069,0.2579109,0.02304983,0.5525375,0.1789761,0.5279626,0.7191534,0.3382624,0.9334131,0.7440175,0.693307,0.8113774,0.7161603
2023-07-19 11:31:49:1533,0.9958166,0.6346703,0.4648498,0.9610003,0.9058584,0.7971145,0.5287573,0.6227859,0.5459697,0.8783557,0.2419294,0.3921579,0.1226449,0.4646075,0.198262,0.03627706,0.2909369,0.8259662,0.632511,0.03237498,0.09003878,0.4418041,0.308367,0.3206467,0.01262701,0.5709201,0.3947896,0.09325874,0.9342871,0.8633544,0.1585608,0.8076608,0.6446819
2023-07-19 11:31:49:6543,0.9606036,0.8918352,0.5894246,0.3161485,0.6845976,0.02310383,0.8886795,0.7605273,0.801126,0.3385349,0.1213619,0.9792962,0.9698415,0.590546,0.5359771,0.8903381,0.2628109,0.8270779,0.9990677,0.1254849,0.4200329,0.6555663,0.8861073,0.2282281,0.01782894,0.9489039,0.8869376,0.2435093,0.6873614,0.4150451,0.329955,0.08019614,0.3642129
2023-07-19 11:31:50:1543,0.3122756,0.9815277,0.3086129,0.9921526,0.8536959,0.8640153,0.6103563,0.465717,0.8180838,0.2729416,0.1148582,0.7704911,0.04979718,0.6829464,0.5682749,0.1183263,0.4103701,0.8960357,0.8044525,0.1595262,0.6399461,0.1748141,0.2051809,0.4932979,0.365415,0.4360293,0.9056362,0.8421934,0.8735144,0.7985338,0.8746997,0.02579439,0.6523737
2023-07-19 11:31:50:6538,0.5256893,0.5500904,0.460645,0.5841253,0.04121304,0.5646318,0.67933,0.7471409,0.3789956,0.3045296,0.505838,0.3959931,0.08551598,0.3004045,0.7548399,0.9910839,0.8378849,0.8028462,0.124369,0.9037194,0.2139266,0.535647,0.01328981,0.4109529,0.4174052,0.4963872,0.6440885,0.549078,0.9196047,0.9156246,0.561827,0.9541404,0.8480724
2023-07-19 11:31:51:1548,0.9202986,0.1578143,0.9861766,0.3540172,0.8018817,0.3326936,0.9202964,0.5879416,0.2371463,0.3272565,0.101987,0.2249142,0.4385477,0.8488996,0.9653296,0.038679,0.5766733,0.5175397,0.3163736,0.1168432,0.9030744,0.1165144,0.3100019,0.9309497,0.2262312,0.7138323,0.4303547,0.6195535,0.5525267,0.8481973,0.331258,0.6342957,0.9142252
2023-07-19 11:31:51:6558,0.7742782,0.2594377,0.7758451,0.6554725,0.3205739,0.7594184,0.4444619,0.1784319,0.2554119,0.4739379,0.99826,0.4834488,0.2328855,0.7336764,0.8099674,0.6743411,0.4408919,0.1706198,0.02290976,0.5358768,0.8128321,0.8984884,0.2280846,0.6966724,0.6524774,0.9387273,0.6836853,0.5934326,0.9534898,0.07937491,0.5281342,0.8699338,0.6243982
2023-07-19 11:31:52:1578,0.5790364,0.6139964,0.5615714,0.8898301,0.2041705,0.2512119,0.5867851,0.8650769,0.09464598,0.7819762,0.9782484,0.2425052,0.7232987,0.1762986,0.05936849,0.6684437,0.04753053,0.8768092,0.04997671,0.2162948,0.4476927,0.5825192,0.3774793,0.7264214,0.1998081,0.9399699,0.1434252,0.3271269,0.369428,0.1211059,0.2469131,0.8894236,0.2003416
2023-07-19 11:31:52:6579,0.004186273,0.8942351,0.5324294,0.6669946,0.00221467,0.1026955,0.08010638,0.429493,0.3670782,0.882795,0.584713,0.08490264,0.7552222,0.5524834,0.9421519,0.8911409,0.6125883,0.3719621,0.4323331,0.5431612,0.2592444,0.2177563,0.07824922,0.9924561,0.864423,0.8129765,0.4504414,0.6367117,0.1199661,0.6537868,0.1599213,0.144812,0.05401134
2023-07-19 11:31:53:1570,0.5494464,0.8192931,0.4610034,0.1521972,0.9206849,0.8152447,0.7750206,0.777722,0.2809933,0.1631407,0.02994847,0.3004844,0.7667818,0.09004378,0.02064979,0.4918475,0.266947,0.8942713,0.6544486,0.06226945,0.03620803,0.7129571,0.3964421,0.05168033,0.003966808,0.3975273,0.742133,0.5642073,0.2333834,0.1241312,0.715619,0.2091622,0.4446313
2023-07-19 11:31:53:6580,0.1895777,0.1757991,0.6884892,0.9813362,0.369827,0.01145661,0.9394646,0.4781083,0.05161715,0.6758354,0.3535632,0.9136258,0.2659844,0.2179996,0.03461397,0.9995363,0.4819728,0.1034925,0.331515,0.746817,0.564742,0.0658865,0.04985952,0.21158,0.9485184,0.6463283,0.2674277,0.9837145,0.6433382,0.5312122,0.6378351,0.03244317,0.06869996
2023-07-19 11:31:54:1580,0.3979973,0.2712312,0.2613942,0.3795261,0.9362398,0.4947565,0.3692072,0.6347427,0.4694138,0.2398713,0.055794,0.1856419,0.9676359,0.1406683,0.0862608,0.0596838,0.4545137,0.3082108,0.06568742,0.03521717,0.4209247,0.00174582,0.5787955,0.3864747,0.2410485,0.8481729,0.7672533,0.6495621,0.4481558,0.7098082,0.03425753,0.3744125,0.6495767
2023-07-19 11:31:54:6590,0.5163748,0.6437753,0.2546595,0.971379,0.1239848,0.7544565,0.797851,0.9780401,0.4410077,0.07549059,0.05390525,0.7647481,0.5167993,0.544759,0.7346572,0.3368428,0.5473581,0.4217492,0.3988999,0.5160199,0.4498697,0.8477478,0.4953228,0.4716073,0.1757013,0.5311701,0.7613837,0.3117889,0.2925746,0.8804554,0.938886,0.9432498,0.6005018
2023-07-19 11:31:55:1630,0.06622839,0.2468427,0.2396002,0.06259072,0.5731308,0.3699203,0.8241251,0.2046151,0.6219346,0.7488526,0.1427521,0.4669383,0.6113048,0.6664618,0.64237,0.1084468,0.3946385,0.6843036,0.08832777,0.8951744,0.6812901,0.7288718,0.7728618,0.5635965,0.8589973,0.1246716,0.7312838,0.9144409,0.02720547,0.6273575,0.8123928,0.9207181,0.2318568
2023-07-19 11:31:55:6610,0.2710603,0.5976436,0.01853108,0.3169647,0.6940812,0.1815538,0.7093421,0.5627416,0.5391929,0.6527081,0.7931731,0.2314996,0.9178652,0.3321647,0.3190711,0.3108805,0.7769694,0.1448158,0.4476818,0.1606797,0.5608314,0.5359153,0.3445614,0.4861501,0.08971798,0.8753539,0.07679331,0.9481444,0.2570001,0.2782499,0.8169141,0.09805369,0.4722477
2023-07-19 11:31:56:1630,0.2975737,0.5414541,0.8588345,0.5580688,0.2559424,0.4201102,0.9445484,0.3733634,0.4331769,0.159758,0.5585248,0.950676,0.9317983,0.7557462,0.7075684,0.967365,0.7191747,0.1008339,0.573449,0.2080134,0.6468006,0.3858711,0.7447463,0.9339738,0.9744946,0.6610091,0.6036958,0.9126834,0.1763085,0.2154751,0.8249205,0.9592677,0.9564608
2023-07-19 11:31:56:6660,0.2060903,0.404619,0.2755905,0.3322917,0.4507342,0.08544111,0.6081429,0.3662813,0.1148993,0.2762814,0.7534643,0.9634671,0.8466859,0.2693067,0.7527622,0.7262574,0.8272696,0.2717039,0.04026151,0.6226019,0.8678238,0.685621,0.8050821,0.7399355,0.4505574,0.4284738,0.9074978,0.8265927,0.8357866,0.5745532,0.9654982,0.7544963,0.403967
2023-07-19 11:31:57:1650,0.8562558,0.9116296,0.6139578,0.510092,0.9542989,0.7411319,0.08578503,0.2714697,0.1637276,0.3420228,0.9486475,0.6965185,0.6782917,0.05223548,0.5030444,0.09379745,0.3555575,0.8825544,0.8425182,0.786727,0.4438332,0.7435508,0.4858592,0.01804519,0.007074356,0.817937,0.4900132,0.09287846,0.3412972,0.724208,0.9367024,0.6529503,0.3545319
2023-07-19 11:31:57:6695,0.4342924,0.9584925,0.01654398,0.2512131,0.2620165,0.5987516,0.5952875,0.6367408,0.3859164,0.8491025,0.5923236,0.07622766,0.09051633,0.7706214,0.240036,0.2720377,0.3649157,0.6344538,0.7403092,0.818257,0.4642474,0.8243122,0.3407055,0.2428253,0.3835015,0.09461665,0.1695442,0.7752867,0.3612577,0.3593094,0.6818992,0.6941994,0.4037016
2023-07-19 11:31:58:1665,0.5262815,0.6143269,0.7831841,0.6776907,0.2993918,0.548241,0.585282,0.04259253,0.002086759,0.3734942,0.578283,0.4415947,0.8158228,0.3960988,0.03291464,0.302992,0.9235735,0.6819793,0.1182669,0.4884635,0.9514257,0.9434905,0.5665159,0.2952524,0.6614914,0.5231425,0.9769086,0.9027463,0.5490634,0.913523,0.04678404,0.5077915,0.9249758
2023-07-19 11:31:58:6665,0.8360851,0.2663394,0.91105,0.2103976,0.1329348,0.896783,0.1178861,0.3235163,0.6231994,0.5073949,0.550081,0.8375561,0.2694054,0.2174627,0.9128945,0.9958674,0.2609949,0.1368093,0.4114024,0.05354404,0.4954119,0.7594723,0.9908692,0.7114571,0.5769553,0.6377795,0.6350352,0.02904105,0.8803697,0.572302,0.9976315,0.9317306,0.2535571
2023-07-19 11:31:59:1698,0.2082075,0.918087,0.2470042,0.214893,0.217401,0.3189865,0.4969671,0.2959703,0.01433444,0.847419,0.08026898,0.740633,0.1374073,0.6529919,0.06936622,0.206938,0.02161598,0.4557989,0.6239205,0.9440366,0.833038,0.6881523,0.1279658,0.5737339,0.1699808,0.935674,0.7450093,0.9930314,0.6885855,0.4061881,0.5565819,0.5526716,0.2914053
2023-07-19 11:31:59:6705,0.478268,0.2511033,0.09911537,0.8952636,0.5830711,0.3996667,0.6908505,0.5067154,0.4117989,0.7446506,0.3814742,0.6974112,0.05781054,0.7254025,0.8220818,0.4310002,0.1784022,0.6084216,0.3135114,0.6675881,0.7896553,0.426932,0.7659743,0.3013305,0.743073,0.5476903,0.3569654,0.9954413,0.9442426,0.1406113,0.5128884,0.8907729,0.9440916
2023-07-19 11:32:00:1715,0.5679639,0.9123124,0.4687137,0.8578001,0.6124868,0.002158284,0.9924326,0.09744918,0.9870944,0.3006693,0.4760953,0.460059,0.6038719,0.7877229,0.5119421,0.1093191,0.1118557,0.9421333,0.05771875,0.8997058,0.8885971,0.4218083,0.6377724,0.4827476,0.7626493,0.712049,0.2843003,0.5524338,0.9830517,0.1939427,0.988373,0.5696117,0.2809717
2023-07-19 11:32:00:6715,0.3296086,0.3874864,0.6672471,0.9248496,0.07503176,0.8033606,0.389838,0.654045,0.491182,0.2568948,0.04017997,0.5281602,0.9334037,0.05674267,0.895541,0.3609551,0.088377,0.6627843,0.1848903,0.3984981,0.7822288,0.230119,0.8005267,0.6577262,0.2846624,0.7376667,0.2624072,0.6217425,0.4627145,0.05196917,0.916923,0.4858863,0.8845356
2023-07-19 11:32:01:1745,0.9707795,0.7821014,0.4516461,0.5845624,0.5657898,0.2650648,0.02890992,0.6852083,0.4306676,0.1540076,0.1837789,0.6514645,0.2657213,0.1190547,0.2388446,0.8853692,0.2722153,0.6205361,0.8968087,0.9245697,0.9109433,0.3678598,0.3512153,0.9053814,0.3402873,0.903502,0.05577958,0.05794859,0.1756397,0.01622081,0.09281003,0.305922,0.6326331
2023-07-19 11:32:01:6745,0.1496248,0.7803668,0.8938792,0.4366192,0.528997,0.9595698,0.01962912,0.8694109,0.3509038,0.9314754,0.5746425,0.8144377,0.4016233,0.643042,0.8001176,0.7674173,0.9652154,0.893901,0.6812358,0.5388821,0.7384549,0.211645,0.122184,0.9334699,0.4616352,0.8112789,0.9386481,0.9371526,0.01249099,0.4565127,0.9998696,0.7862512,0.3715683
2023-07-19 11:32:02:1764,0.8922411,0.21014,0.02937806,0.3814995,0.9963294,0.03292978,0.735466,0.2400291,0.8376253,0.8943238,0.06570411,0.4271154,0.1774411,0.4058022,0.08764696,0.08839297,0.409611,0.2744438,0.9333752,0.06325066,0.696959,0.9803866,0.8872367,0.09471798,0.6743699,0.6238783,0.8553745,0.1663042,0.4558756,0.1983342,0.8068644,0.04604471,0.733099
2023-07-19 11:32:02:6767,0.03311634,0.1581755,0.4528423,0.2051717,0.9752752,0.3184165,0.4012308,0.1801867,0.7231766,0.961274,0.7388357,0.04233098,0.7059232,0.6198618,0.6316137,0.5988459,0.9446505,0.3105784,0.399654,0.8408653,0.9030446,0.4548786,0.9374597,0.3787381,0.2541977,0.3665391,0.9837258,0.6603144,0.2619465,0.5942802,0.442304,0.1916677,0.8648459
2023-07-19 11:32:03:1767,0.4812003,0.02786243,0.8693974,0.9237581,0.1711333,0.8523141,0.8376698,0.9704477,0.3076398,0.5607498,0.4474156,0.2434002,0.9029747,0.0156275,0.43782,0.8355426,0.81138,0.3896649,0.9563882,0.6212321,0.05485165,0.2659279,0.77483,0.09438598,0.1695267,0.9191778,0.1486121,0.3481283,0.5959362,0.7911015,0.7987672,0.7916961,0.3435741
2023-07-19 11:32:03:6787,0.8166842,0.5098253,0.1225506,0.8799933,0.7014959,0.3631864,0.3029571,0.6086906,0.04515874,0.1077628,0.8745615,0.6135235,0.6404194,0.250762,0.06668508,0.1947024,0.4766042,0.6110341,0.1678544,0.1670315,0.5915846,0.6528424,0.004522085,0.5247043,0.02988136,0.4072998,0.6243684,0.7176009,0.2358198,0.492343,0.3167771,0.1958244,0.4146659
2023-07-19 11:32:04:1796,0.669324,0.0587734,0.57455,0.07766974,0.7596731,0.5900024,0.525766,0.9260902,0.7192657,0.5462301,0.6129686,0.6891636,0.5885128,0.2877685,0.6118019,0.3282428,0.1962892,0.5832826,0.9795865,0.7979548,0.1411403,0.4583843,0.6098885,0.6825838,0.8303187,0.9146216,0.6155724,0.3992592,0.965714,0.472601,0.3100606,0.9776714,0.04401517
2023-07-19 11:32:04:6806,0.4729522,0.271543,0.6809064,0.6837128,0.7417852,0.4394587,0.6723797,0.3624536,0.7951491,0.2604719,0.9559048,0.07596815,0.9033504,0.1739408,0.1882926,0.1439723,0.7182076,0.497282,0.7008524,0.1043798,0.9791976,0.7699339,0.01497078,0.9085811,0.9656837,0.6998169,0.3139476,0.3467945,0.3003549,0.9369057,0.1985596,0.3102621,0.752383
2023-07-19 11:32:05:1816,0.8795249,0.4407932,0.4689229,0.667073,0.718859,0.9825411,0.2313042,0.5670103,0.1081618,0.2715289,0.7071989,0.1212865,0.8741466,0.7441348,0.5877441,0.4378724,0.1756018,0.5743765,0.7515503,0.6710931,0.8527337,0.8906513,0.1064733,0.2550654,0.1079519,0.09594393,0.05645192,0.3307896,0.1873013,0.8101478,0.4359704,0.9301213,0.3465905
2023-07-19 11:32:05:6836,0.1479365,0.01083255,0.9368392,0.7745146,0.4966816,0.6272249,0.1979742,0.9355514,0.1479859,0.5200642,0.01348758,0.9347073,0.04679298,0.7581598,0.9440695,0.5919881,0.4397478,0.1632876,0.6977438,0.6312681,0.6668358,0.9253284,0.4011083,0.6679741,0.6854187,0.4057456,0.8681139,0.02469587,0.2690292,0.9651328,0.5300737,0.9164351,0.9142004
2023-07-19 11:32:06:1856,0.3324183,0.2316359,0.4983496,0.9448311,0.7483487,0.1029069,0.7755493,0.5751868,0.7133623,0.7304548,0.140524,0.301125,0.1355184,0.9787784,0.2993,0.6031024,0.3083172,0.1081553,0.4140348,0.5210869,0.1745872,0.700011,0.4538109,0.7048601,0.7316588,0.7620972,0.8892778,0.5013658,0.8559254,0.7785119,0.2133012,0.06868041,0.1088232
2023-07-19 11:32:06:6856,0.9700915,0.4653277,0.9087436,0.5655064,0.1937354,0.06463742,0.9322549,0.2299938,0.3106092,0.116223,0.4329919,0.2617615,0.09150088,0.5308521,0.882152,0.03042459,0.3680764,0.8205384,0.309135,0.3662795,0.4350453,0.1896858,0.680135,0.8414881,0.4282003,0.0601027,0.3660844,0.05657053,0.71132,0.6924219,0.8109106,0.7511092,0.5293779
2023-07-19 11:32:07:1886,0.2322925,0.4344878,0.07996261,0.8511516,0.02399659,0.5864233,0.4016064,0.8259294,0.07160652,0.1979481,0.7541286,0.5735815,0.798064,0.2478081,0.3526867,0.211979,0.768732,0.08516407,0.5933452,0.2207233,0.8716058,0.2311881,0.6004878,0.4554281,0.2307721,0.3724747,0.1492717,0.4969262,0.6314554,0.3293447,0.3734866,0.367996,0.5132847
2023-07-19 11:32:07:6911,0.8394325,0.7295661,0.2115846,0.430347,0.7512726,0.9751292,0.3925821,0.2394859,0.165427,0.8926462,0.7080129,0.41358,0.9189277,0.1243756,0.1354434,0.6884046,0.1276039,0.6227083,0.6521676,0.845858,0.6893395,0.6042234,0.8161322,0.9449017,0.4671053,0.7529304,0.1397492,0.09537828,0.9278055,0.9171792,0.3825302,0.5597106,0.4072592
2023-07-19 11:32:08:1901,0.1842579,0.1572011,0.5281839,0.2948261,0.06277668,0.1027968,0.3557816,0.1175597,0.685805,0.5051407,0.7246178,0.2862363,0.944221,0.636387,0.2950625,0.7925472,0.3162455,0.7810322,0.7381593,0.8480523,0.8385595,0.7143999,0.2512498,0.4957307,0.3375308,0.4979957,0.02937293,0.3272066,0.7883869,0.1136736,0.01355183,0.7251674,0.2690279
2023-07-19 11:32:08:6891,0.9764955,0.4695005,0.1154946,0.127369,0.5534168,0.8406454,0.09908211,0.6761928,0.9160401,0.2833895,0.2598237,0.177686,0.3045487,0.136212,0.5635393,0.8729731,0.1381776,0.8051388,0.2391126,0.5165448,0.01313174,0.1717592,0.4596316,0.710703,0.5922822,0.9605094,0.4768496,0.2765217,0.9544244,0.3627761,0.1466447,0.3024885,0.1259903
2023-07-19 11:32:09:1911,0.734447,0.6483169,0.7756206,0.9132091,0.6795121,0.7024521,0.2393724,0.838464,0.3801872,0.4709496,0.03901207,0.6172997,0.04741991,0.3884048,0.8858645,0.9709567,0.6642805,0.08087265,0.4719165,0.6561857,0.04005551,0.5696324,0.0864197,0.714022,0.4532018,0.2994418,0.1586878,0.6237984,0.2680884,0.2253089,0.1951147,0.07171166,0.2036027
2023-07-19 11:32:09:6909,0.3401093,0.8716009,0.04975593,0.3464394,0.1148797,0.329985,0.6268752,0.06724215,0.5868968,0.0265559,0.7690521,0.215682,0.9046274,0.7493683,0.8990933,0.2078159,0.09975767,0.5419518,0.9564853,0.3677173,0.05121303,0.4187406,0.2711323,0.4058524,0.4975531,0.2500785,0.7929749,0.465628,0.2026162,0.6544553,0.2630222,0.5924223,0.5384077
2023-07-19 11:32:10:1919,0.2499678,0.03343654,0.6519597,0.6656265,0.5094183,0.07339096,0.1257062,0.4734618,0.7948475,0.5348549,0.9411923,0.0524677,0.8431185,0.9640144,0.6583194,0.244213,0.6871356,0.1474177,0.3215272,0.9574789,0.870864,0.710007,0.3806896,0.01488805,0.7380388,0.03765976,0.5383076,0.8476317,0.8355511,0.4994125,0.2730793,0.05480075,0.8375098
2023-07-19 11:32:10:6919,0.4574954,0.5095177,0.3349181,0.1385853,0.564613,0.1290174,0.338643,0.9871315,0.8092149,0.8918408,0.493394,0.4202843,0.7521,0.070912,0.7890583,0.1395183,0.9113764,0.3484704,0.9615551,0.5972065,0.9087011,0.9050568,0.3001127,0.3694151,0.2844959,0.3729784,0.5314148,0.4363708,0.9900676,0.763846,0.1259608,0.8422533,0.3642192
2023-07-19 11:32:11:1965,0.3142909,0.2010095,0.2053185,0.2186916,0.5255908,0.9747053,0.329473,0.7898772,0.6739593,0.9437659,0.476218,0.7407768,0.2984808,0.06198418,0.02905416,0.1062154,0.2059549,0.6021921,0.1956266,0.870721,0.02368891,0.8314867,0.1871839,0.7120069,0.6602225,0.5646066,0.3725825,0.828177,0.1962767,0.3634613,0.3970085,0.5914411,0.2384813
2023-07-19 11:32:11:6935,0.7960656,0.4789156,0.4526821,0.7453296,0.4184052,0.5806163,0.8122847,0.8385928,0.46838,0.4991059,0.3612655,0.6066988,0.5893769,0.251824,0.2442636,0.5200151,0.5795782,0.8224068,0.1131259,0.6759962,0.06190944,0.8399509,0.8936296,0.9988279,0.1438509,0.3164694,0.09031987,0.912208,0.04524505,0.07747018,0.1276484,0.2944856,0.08251977
2023-07-19 11:32:12:1955,0.6429,0.04232061,0.9367169,0.9574252,0.7621453,0.8216081,0.212041,0.4921467,0.6028334,0.1573021,0.8318895,0.9023952,0.5165313,0.7491348,0.530778,0.1009065,0.3692561,0.1586995,0.8023274,0.5203764,0.2394263,0.5371978,0.69786,0.9163465,0.941121,0.0921365,0.8404014,0.4518941,0.650596,0.2170817,0.6916503,0.03951633,0.5776296
2023-07-19 11:32:12:6965,0.3764717,0.6340189,0.7096618,0.727867,0.7263474,0.8405733,0.1380721,0.8470107,0.4734823,0.5230533,0.7183299,0.1321245,0.5745662,0.9134253,0.9415654,0.5945428,0.558933,0.9781561,0.2488647,0.7821193,0.5499132,0.7863477,0.9360209,0.09852803,0.03400159,0.7691842,0.1448663,0.3079581,0.462493,0.489225,0.5395133,0.9361442,0.472788
2023-07-19 11:32:13:1985,0.9816403,0.2863684,0.9928621,0.8445797,0.3624621,0.1993605,0.1687008,0.9278361,0.4412041,0.726331,0.1027821,0.6771744,0.3609679,0.5515453,0.9235972,0.2852188,0.1067191,0.1866006,0.387467,0.8309093,0.2536936,0.7942189,0.9249766,0.1428719,0.9735953,0.3804534,0.9770279,0.5195425,0.6885295,0.7705584,0.0182519,0.4609029,0.6427441
2023-07-19 11:32:13:6995,0.3014863,0.9582722,0.3697305,0.5550109,0.04525495,0.5666223,0.02628672,0.2619391,0.0686754,0.2155473,0.3851894,0.6058632,0.5216784,0.6062924,0.3282657,0.4631479,0.7440104,0.0570116,0.6108713,0.50778,0.02388859,0.2963156,0.3721913,0.6565664,0.399432,0.2372619,0.6670772,0.4499105,0.6229301,0.8302495,0.5368726,0.3199385,0.1722636
2023-07-19 11:32:14:1995,0.8635275,0.5457614,0.3866652,0.5737225,0.6350349,0.8478154,0.8847882,0.04208553,0.2940829,0.2288496,0.3095468,0.1680046,0.08379912,0.7863733,0.04871154,0.1974121,0.4396284,0.6496632,0.3477963,0.8985488,0.8299379,0.2480588,0.1677687,0.7908051,0.1219871,0.007219791,0.2095995,0.8676592,0.7249496,0.05436909,0.1746705,0.745257,0.6219843
2023-07-19 11:32:14:7005,0.008439183,0.454706,0.6130406,0.5264559,0.8599895,0.7147739,0.4135442,0.5242271,0.5959023,0.005173683,0.341107,0.7288371,0.7833487,0.9138545,0.9341997,0.6332743,0.4156204,0.9343847,0.2002823,0.355855,0.2138735,0.6411346,0.7105284,0.3157215,0.2862321,0.7494662,0.983555,0.7110089,0.6798413,0.4400792,0.6636113,0.6292038,0.3799198
2023-07-19 11:32:15:2005,0.2452769,0.4331209,0.0413928,0.7368565,0.06967473,0.5055262,0.1832402,0.4889404,0.5502196,0.4965419,0.1609784,0.3379765,0.5256242,0.1675378,0.1067361,0.439589,0.5998034,0.884506,0.08548379,0.09886301,0.5104209,0.8775661,0.8456268,0.8474829,0.8284901,0.2901847,0.5148426,0.3649483,0.1698798,0.9894681,0.2527182,0.4842249,0.09970248
2023-07-19 11:32:15:7005,0.9336421,0.5244545,0.7429918,0.6340163,0.2691823,0.1842109,0.1239161,0.3009287,0.8897614,0.5436687,0.9753972,0.2571097,0.9560971,0.2496941,0.29358,0.9316622,0.639327,0.1081396,0.4991618,0.7024704,0.6597685,0.2357498,0.6879089,0.3441944,0.003180027,0.4789118,0.322885,0.1245308,0.3861249,0.4236093,0.8060936,0.9755433,0.4003858
2023-07-19 11:32:16:2025,0.272338,0.1440054,0.4389476,0.6695312,0.3815704,0.3355826,0.8197695,0.730938,0.2281485,0.8767003,0.2340208,0.2201663,0.9360837,0.7390288,0.241382,0.3084736,0.4725557,0.8681625,0.8603476,0.005791664,0.5636129,0.2203946,0.9051726,0.4870011,0.2791756,0.0164113,0.0530498,0.667765,0.6459434,0.5457675,0.9882497,0.6142203,0.4627524
2023-07-19 11:32:16:7025,0.1914409,0.1172109,0.4414408,0.8155946,0.01113582,0.7757308,0.6479729,0.2145281,0.5570381,0.4765949,0.2858993,0.1996812,0.8030044,0.1336409,0.411956,0.909753,0.7368662,0.7509856,0.2160009,0.5620791,0.890385,0.9057113,0.7746286,0.6069226,0.6322222,0.1005149,0.3167842,0.8359782,0.8311899,0.02864718,0.2299365,0.5519732,0.08582306
